package,crop_id,crop_type,source_video,timestamp,frame_number,crop_path,field_name,value,review_status,confidence
opponent_roster,screen-127ef65e04fd-roster_table,roster_table,Purdue Roster.mp4,00:01:58,7131,assets/review_crops/opponent_roster/screen-127ef65e04fd-roster_table.jpg,roster_table,"6 Ts I
at RS NAME YEAR Pos OUR NIL SPD Acc AGI cop STR AWR PBK |
3 H.Cashman so LG 71 10 66 n 79 70 94 1) 14 |
—————_—_—_—_—_——_ — - —— = —""""_ —— = ti‘?",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-127ef65e04fd-player_side_card,player_side_card,Purdue Roster.mp4,00:01:58,7131,assets/review_crops/opponent_roster/screen-127ef65e04fd-player_side_card.jpg,player_side_card,"Pe
OVR

—

s $ ae

HOWIE

CASHMAN

POSITION ARCHETYPE

1G | #57 Raw Strength

CLASS & NIL HEIGHT & WEIGHT

$0|@10 6'3"" | 323 Ibs

HOMETOWN

Fort Collins, CO

PHYSICAL MENTAL

Workhorse © Road Dog

Om",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-bbd9f47c64ee-roster_header,roster_header,Purdue Roster.mp4,00:02:38,9488,assets/review_crops/opponent_roster/screen-bbd9f47c64ee-roster_header.jpg,roster_header,"i,

g PURDUE 64

j BOILERMAKERS BiG
\ kk OVR

\ 1-4 (0-4) | 18TH IN BIG TEN

J",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-bbd9f47c64ee-roster_table,roster_table,Purdue Roster.mp4,00:02:38,9488,assets/review_crops/opponent_roster/screen-bbd9f47c64ee-roster_table.jpg,roster_table,"6 Cs Go ~
cob STR AWR PRC PMV FM BSH TAK POW PUR 7c Mcy CTH JMP IBL STA |
67 85 71 14 83 79 82 80 7h 73 34 23 49 71 79 89 |
70 a 81 85+ 63+ The 70 85+ 35 25 30 v3) 61 TI |
69~ ~ 5 79 56+ 85~ 86+ 87~ 4h 31 34 71 63 85~

7 oe —y = — = - === — lle",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-bbd9f47c64ee-player_side_card,player_side_card,Purdue Roster.mp4,00:02:38,9488,assets/review_crops/opponent_roster/screen-bbd9f47c64ee-player_side_card.jpg,player_side_card,"IP a
—
s $ ae
YAMDRY
HERNANDEZ
POSITION ARCHETYPE
LEDG | #49 Power Rusher
CLASS & NIL HEIGHT & WEIGHT
JR(RS)|<@>20 | 6'3""| 221 lbs
HOMETOWN
Atlantic city, Ny Q
PHYSICAL MENTAL
Om:",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-b7be8a8986f9-roster_header,roster_header,Purdue Roster.mp4,00:03:17,11845,assets/review_crops/opponent_roster/screen-b7be8a8986f9-roster_header.jpg,roster_header,"j PURDUE 64

Z BOILERMAKERS BiG
\ OVR

\ kk

\ 1-4 (0-4) | 18TH IN BIG TEN

NW",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-b7be8a8986f9-roster_table,roster_table,Purdue Roster.mp4,00:03:17,11845,assets/review_crops/opponent_roster/screen-b7be8a8986f9-roster_table.jpg,roster_table,"J

6 Cl a

RS NAME YEAR Pos OUR NIL SPD ACC AGI cop STR AWR PRC PMI |
B.Hanson FR (RS) oT 73 Os 70 vi) 70 61 84 82 78 234 |",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-b7be8a8986f9-player_side_card,player_side_card,Purdue Roster.mp4,00:03:17,11845,assets/review_crops/opponent_roster/screen-b7be8a8986f9-player_side_card.jpg,player_side_card,"_§

aw""

ee

30

HANSON

POSITION ARCHETYPE

DT| #93 Power Rusher

CLASS & NIL HEIGHT & WEIGHT

FR (RS) |@5 6'3"" | 306 Ibs

HOMETOWN

Lafayette, In Q

PHYSICAL MENTAL

)> Grip Breaker © Team Player
Om",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-6f9a9910be4e-roster_header,roster_header,Purdue Roster.mp4,00:03:56,14202,assets/review_crops/opponent_roster/screen-6f9a9910be4e-roster_header.jpg,roster_header,"g PURDUE 64

Z BOILERMAKERS BiG
\ OVR

\ k*

\ 1-4 (0-4) | 18TH IN BIG TEN

i",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-6f9a9910be4e-roster_table,roster_table,Purdue Roster.mp4,00:03:56,14202,assets/review_crops/opponent_roster/screen-6f9a9910be4e-roster_table.jpg,roster_table,"o CD nae I. |
NAME YEAR Pos OUR NIL SPD ACC AGI cop STR AWR PRC TAK Pow |
A.Warren JR (RS) MIKE 73 Oo 71 84 79 73 82 72 70 89 71 |
M.Elway FR MIKE 70 © 10 82 71 81 69 87 ia cs = |
R.Ogden JR (RS) MIKE 67~ © 20 78 86 79 76 71 - he i
Dell FR MIKE 67 © 10 71 84 7 n 80 ie fos “ 2

ee ee eer. ae",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-6f9a9910be4e-player_side_card,player_side_card,Purdue Roster.mp4,00:03:56,14202,assets/review_crops/opponent_roster/screen-6f9a9910be4e-player_side_card.jpg,player_side_card,"aw""

a EE
ALPHONZO
WARREN

POSITION ARCHETYPE

MIKE | #28 Lurker

CLASS & NIL HEIGHT & WEIGHT
JR(RS)|<@>o | 6'1""| 238 Ibs
HOMETOWN

Carmel, IN 9

PHYSICAL MENTAL

*p Queen (=)
\ Sports College Footb",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-ceef10b22db3-roster_header,roster_header,Purdue Roster.mp4,00:04:35,16559,assets/review_crops/opponent_roster/screen-ceef10b22db3-roster_header.jpg,roster_header,"j PURDUE 64

Z BOILERMAKERS BiG
\ OVR

N kk

\ 1-4 (0-4) | 18TH IN BIG TEN

NJ",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-ceef10b22db3-roster_table,roster_table,Purdue Roster.mp4,00:04:35,16559,assets/review_crops/opponent_roster/screen-ceef10b22db3-roster_table.jpg,roster_table,"6 Ci So

at RS NAME YEAR Pos OuR NIL spp ACC AGI cop STR AWR PRC |

3 JGoldsberry SO (RS) FS 70 0 85 87 84 82 63 76 79
0009898 ee Eee ((UlUlUlUlltt—é«~sk",ocr_draft_needs_confirmation,0.55
opponent_roster,screen-ceef10b22db3-player_side_card,player_side_card,Purdue Roster.mp4,00:04:35,16559,assets/review_crops/opponent_roster/screen-ceef10b22db3-player_side_card.jpg,player_side_card,"B
OVR
—
aw"":
i
JETT
SOLDSBERRY
POSITION ARCHETYPE
FS| #3 Box Specialist
CLASS & NIL HEIGHT & WEIGHT
$0(RS)|@o | 6'0""|213 lbs
HOMETOWN
Huntington, IN 9
PHYSICAL MENTAL
Om",ocr_draft_needs_confirmation,0.55
